route_date,route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,departure_place,destination_place,star_rating,number_of_customer_reviews,price,deal_price,seats_available,window_seats
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Murali Krishna Travels,Non A/C Seater / Sleeper (2+1),22:05,07h 25m,05:30,Kadapa,Ameerpet,3.6,35.0,651.0,0.0,36.0,15.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Moksha Travels,A/C Sleeper (2+1),00:50,06h 25m,07:15,SEVEN ROADS jUNCTION,Kukatpally,4.1,10.0,1309.0,0.0,26.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),23:30,07h 50m,07:20,"kadapa ,built up circle",Kukatpally,3.4,19.0,1500.0,0.0,36.0,12.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Anagha Travels,Non A/C Seater / Sleeper (2+1),22:30,07h 15m,05:45,Kadapa,Lakdikapul,3.9,11.0,750.0,650.0,30.0,
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,08h 05m,07:05,"Kadapa,7 roads,Near Canara Bank",Kukatpally,2.7,53.0,700.0,0.0,40.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Meghana Travels,A/C Sleeper (2+1),23:00,07h 30m,06:30,Kadapa,Kukatpally,2.8,48.0,1390.0,1321.0,29.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Vikram Travels,A/C Sleeper (2+1),23:30,07h 30m,07:00,Seven Road Circle,Kukatpally,3.2,20.0,889.0,0.0,26.0,8.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Jagan Travels,A/C Seater / Sleeper (2+1),20:30,07h 35m,04:05,Seven Road Circle,Lakdikapul,3.8,4.0,800.0,0.0,40.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Bsvr Travels,Non A/C Seater / Sleeper (2+1),21:30,07h 50m,05:20,Kadapa,Gachibowli,3.1,6.0,500.0,475.0,38.0,9.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Karthik Travels,Non A/C Seater / Sleeper (2+1),23:30,06h 30m,06:00,Bildup Circle,Kukatpally,2.4,16.0,700.0,0.0,35.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Mozo travels,A/C Seater / Sleeper (2+1),01:45,07h 55m,09:40,Kadapa By pass,Kukatpally,2.2,4.0,1210.0,0.0,40.0,13.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Sri Vaari Travels,A/C Sleeper (2+1),00:30,07h 20m,07:50,Kadapa,Kukatpally,2.2,4.0,1780.0,0.0,21.0,7.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:59,06h 46m,05:45,Kadapa,Kukatpally,1.6,12.0,990.0,0.0,30.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,True Bus,Volvo Multi Axle B9R A/C Sleeper (2+1),22:00,07h 15m,05:15,Kadapa YSR Circle,Kukatpally,2.7,5.0,995.0,0.0,17.0,4.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Balaji Cabs,Bharat Benz A/C Sleeper (2+1),23:59,08h 01m,08:00,Kadapa,Kukatpally,1.4,5.0,1400.0,1330.0,26.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),01:10,06h 40m,07:50,Kadapa,Kukatpally,4.4,,1680.0,1680.0,30.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),23:45,07h 15m,07:00,Bildup Circle,Kukatpally,4.1,,1088.0,0.0,31.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Vandana Travels,A/C Seater / Sleeper (2+1),22:50,07h 03m,05:53,7 Road Junction,Kukatpally,3.8,60.0,850.0,808.0,31.0,7.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,OVR Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,7 Roads,Kukatpally,3.6,63.0,550.0,0.0,39.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Sivaji Travells,Non A/C Seater / Sleeper (2+1),21:50,06h 40m,04:30,ITI CIRCLE,Shamshabad,4.3,24.0,600.0,570.0,34.0,8.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Mozo travels,A/C Sleeper (2+1),23:40,07h 45m,07:25,Kadapa By pass,Kukatpally,3.6,,1600.0,0.0,36.0,12.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Vandana Travels,A/C Seater / Sleeper (2+1),23:45,07h 00m,06:45,7 Road Junction,KPHB,3.3,49.0,850.0,808.0,29.0,13.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),02:30,07h 29m,09:59,Kadapa,Miyapur,3.4,,550.0,0.0,36.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Srivastav Travels,Bharat Benz A/C Sleeper (2+1),23:25,07h 58m,07:23,Kadapa,Kukatpally,3.8,23.0,889.0,0.0,34.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,S L Travels,NON A/C Sleeper (2+1),22:00,07h 00m,05:00,Kadapa,Shivarampalli,3.8,21.0,1160.0,0.0,30.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Nanthi Travels,VE A/C Sleeper (2+1),00:10,07h 50m,08:00,Iti Circle,Kukatpally,3.0,,1500.0,1400.0,28.0,
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),22:45,07h 35m,06:20,Bildup Circle,Kukatpally,4.0,6.0,1349.0,0.0,31.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Sri Krishna Travels,A/C Sleeper (2+1),23:45,07h 00m,06:45,Seven Road Circle,Kukatpally,3.9,5.0,3000.0,0.0,30.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,SREE LEKYAA TRAVELS,NON A/C Sleeper (2+1),22:05,08h 30m,06:35,Kadapa,Kukatpally,3.5,5.0,1000.0,950.0,36.0,12.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,JBT TRAVELS,NON A/C Sleeper (2+1),23:10,07h 50m,07:00,Iti Circle,Kukatpally,3.1,5.0,799.0,0.0,30.0,8.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),01:15,06h 55m,08:10,Kadapa,Kukatpally,1.7,,990.0,0.0,28.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,VRCR Travels,NON A/C Seater/ Sleeper (2+1),23:10,06h 55m,06:05,Bildup Circle,Kukatpally,3.8,,650.0,0.0,4.0,
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Balaji Cabs,Bharat Benz A/C Sleeper (2+1),00:45,07h 30m,08:15,Kadapa By Pass Junction,Kukatpally,1.4,,1400.0,0.0,26.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Balaji Cabs,Bharat Benz A/C Sleeper (2+1),23:59,08h 01m,08:00,Kadapa Ysr Circle By Pass Juc...,Kukatpally,1.4,,1400.0,0.0,25.0,9.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Balaji Cabs,Bharat Benz A/C Sleeper (2+1),00:30,07h 45m,08:15,Kadapa,Kukatpally,1.4,,1400.0,0.0,26.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Swamy Ayyappa Travels,A/C Sleeper (2+1),01:00,07h 15m,08:15,Kadapa,Kukatpally,3.7,,2600.0,2340.0,36.0,12.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Vandana Travels,Non A/C Seater / Sleeper (2+1),22:30,07h 22m,05:52,7 Road Junction,Kukatpally,3.6,,700.0,665.0,31.0,7.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,SRI RATAN TATA EXPRESS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),00:44,07h 46m,08:30,Kadapa bypass,Kukatpally,3.5,,1999.0,0.0,26.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Muneer Travels,Non A/C Seater / Sleeper (2+1),22:15,07h 20m,05:35,Kadapa,Kukatpally,3.5,,3000.0,0.0,40.0,5.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Muneer Travels,Non A/C Seater / Sleeper (2+1),21:35,08h 55m,06:30,Kadapa,Kukatpally,3.5,,860.0,0.0,40.0,5.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,RK Travels,Non A/C Seater / Sleeper (2+1),22:00,08h 30m,06:30,Kadapa,LB Nagar,3.5,,5000.0,0.0,36.0,25.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),01:29,07h 46m,09:15,Kadapa bypass,Kukatpally,3.5,,1999.0,0.0,26.0,10.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,CVR Express,Non A/C Seater / Sleeper (2+1),23:40,06h 50m,06:30,Kadapa,Bharatnagar,3.3,,4000.0,0.0,45.0,15.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,KGN and NR TRAVELS,NON A/C Sleeper (2+1),23:10,08h 10m,07:20,KADAPA SEVEN ROADS JUNCTION,Kukatpally,3.2,,2780.0,0.0,30.0,
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Meghana Travels,A/C Sleeper (2+1),22:35,08h 20m,06:55,Kadapa,Kukatpally,2.8,,3000.0,2850.0,36.0,12.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,True Bus,A/C Volvo B11R Multi-Axle Sleeper (2+1),01:30,06h 55m,08:25,Kadapa YSR Circle,Kukatpally,2.7,,2500.0,0.0,36.0,12.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Sri Vaari Travels,A/C Sleeper (2+1),01:15,06h 30m,07:45,Kadapa By Pass,Kukatpally,2.2,,3999.0,0.0,36.0,12.0
25-Sep-2024,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Balaji Cabs,Bharat Benz A/C Sleeper (2+1),23:59,08h 01m,08:00,Kadapa Ysr Circle By Pass Juc...,Kukatpally,1.4,,1500.0,1425.0,25.0,9.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6851,Express(Non AC Seater),04:00,04h 30m,08:30,Bus Stand,Majestic,3.4,56.0,205.0,0.0,42.0,14.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6841,Express(Non AC Seater),05:00,04h 00m,09:00,Bus Stand,Yelahanka,3.1,31.0,188.0,0.0,45.0,15.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52556,Express(Non AC Seater),05:45,04h 30m,10:15,Bus Stand,Majestic,4.2,8.0,205.0,0.0,38.0,9.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6837,Express(Non AC Seater),06:45,04h 30m,11:15,Bus Stand,Majestic,3.5,,205.0,0.0,42.0,16.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52491,Express(Non AC Seater),07:00,04h 10m,11:10,Bus Stand,Auto Nagar,4.2,59.0,190.0,0.0,45.0,15.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,Kadiri,Silk Board,3.7,16.0,550.0,0.0,35.0,8.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,Kadiri,HSR Layout,4.3,8.0,550.0,0.0,33.0,3.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,Near College Circle,Silk Board,4.1,6.0,550.0,0.0,41.0,10.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:45,06h 05m,05:50,Kadiri,Bommasandra,2.9,13.0,550.0,0.0,37.0,11.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:45,06h 05m,05:50,Kadiri,Bommasandra,2.9,,550.0,0.0,34.0,8.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6159,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,04h 45m,13:15,Bus Stand,Majestic,3.1,24.0,301.0,0.0,33.0,
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6838,Express(Non AC Seater),09:00,04h 30m,13:30,Bus Stand,Majestic,4.2,5.0,205.0,0.0,45.0,17.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6090,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,04h 40m,14:40,Bus Stand,Bangalore Airport,3.5,8.0,301.0,0.0,34.0,
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6850,Express(Non AC Seater),10:00,04h 30m,14:30,Bus Stand,Majestic,2.9,16.0,205.0,0.0,45.0,15.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6128,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,04h 02m,15:02,Bus Stand,Bangalore Airport,3.6,14.0,301.0,0.0,34.0,
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6845,Express(Non AC Seater),11:00,04h 30m,15:30,Bus Stand,Majestic,2.5,4.0,205.0,0.0,45.0,17.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6828,Express(Non AC Seater),12:00,05h 15m,17:15,Bus Stand,SARJAPUR CIRCLE-BNG,3.9,38.0,223.0,0.0,45.0,15.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52550,Express(Non AC Seater),12:00,04h 30m,16:30,Bus Stand,Majestic,3.5,,205.0,0.0,45.0,17.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52501,Express(Non AC Seater),13:15,04h 30m,17:45,Bus Stand,Majestic,4.1,30.0,205.0,0.0,45.0,17.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52507,Express(Non AC Seater),13:30,04h 40m,18:10,Bus Stand,Auto Nagar,4.1,47.0,190.0,0.0,45.0,15.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6180,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:45,03h 45m,17:30,Bus Stand,Bangalore Airport,2.7,18.0,301.0,0.0,33.0,
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52503,Express(Non AC Seater),15:00,04h 30m,19:30,Bus Stand,Majestic,3.1,45.0,205.0,0.0,22.0,6.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52555,Express(Non AC Seater),15:00,04h 20m,19:20,Bus Stand,SARJAPUR CIRCLE-BNG,3.1,66.0,223.0,0.0,25.0,3.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52548,Express(Non AC Seater),15:45,05h 00m,20:45,Bus Stand,BENGALURU ELE.CITY VELANKANI ...,2.4,8.0,225.0,0.0,45.0,17.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 56082,INDRA(A.C. Seater),16:45,03h 25m,20:10,Bus Stand,Bangalore Airport,3.1,32.0,367.0,0.0,38.0,1.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52516,Express(Non AC Seater),17:00,03h 50m,20:50,Bus Stand,Auto Nagar,2.6,53.0,190.0,0.0,45.0,15.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6824,Express(Non AC Seater),17:15,04h 30m,21:45,Bus Stand,Majestic,2.9,8.0,205.0,0.0,43.0,15.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52511,Express(Non AC Seater),18:00,05h 00m,23:00,Bus Stand,BENGALURU ELE.CITY VELANKANI ...,3.5,,225.0,0.0,45.0,17.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52545,Express(Non AC Seater),20:30,16h 00m,12:30,Bus Stand,Majestic,3.5,,205.0,0.0,9.0,2.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6846,Express(Non AC Seater),21:45,03h 45m,01:30,Bus Stand,Yelahanka,3.4,37.0,188.0,0.0,45.0,15.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 52509,Express(Non AC Seater),23:00,05h 00m,04:00,Bus Stand,BENGALURU ELE.CITY VELANKANI ...,4.2,8.0,225.0,0.0,38.0,11.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,APSRTC - 6149,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,04h 55m,04:15,Bus Stand,Majestic,4.4,29.0,301.0,0.0,22.0,
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,Near College Circle,Silk Board,1.6,4.0,550.0,0.0,40.0,10.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Vasavi travels,NON A/C Seater/ Sleeper (2+1),23:59,05h 41m,05:40,Kadiri,Kalasipalyam,3.7,,600.0,0.0,40.0,10.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Ahobila Travels,Non A/C Seater / Sleeper (2+1),23:30,06h 00m,05:30,Kadiri,Nagavara,2.7,11.0,850.0,0.0,35.0,25.0
18-Sep-2024,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:55,05h 35m,05:30,Kadiri,Kalasipalyam,2.9,4.0,600.0,0.0,35.0,7.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2719,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:00,05h 35m,07:35,KAKINADA,Rtc bus stand,4.3,21.0,373.0,0.0,33.0,16.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 24429,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:00,06h 00m,09:00,KAKINADA,Rtc bus stand,3.3,4.0,373.0,0.0,33.0,16.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 24401,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",04:00,05h 50m,09:50,KAKINADA,Rtc bus stand,3.7,,357.0,0.0,35.0,15.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 24403,INDRA(A.C. Seater),04:30,05h 15m,09:45,KAKINADA,Rtc bus stand,4.6,20.0,451.0,0.0,35.0,17.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2693,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:00,06h 00m,11:00,KAKINADA,Rtc bus stand,4.5,4.0,357.0,0.0,36.0,15.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,TSRTC - 2335,Super Luxury (Non AC Seater 2+2 Push Back),21:00,05h 30m,02:30,KAKINADA BS,PNBS-VJA,2.7,4.0,373.0,0.0,29.0,
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Navayuga Travels,A/C Sleeper (2+1),01:30,05h 50m,07:20,Bhanugudi Junction,Benz Circle,4.3,4.0,590.0,0.0,30.0,10.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),19:25,05h 20m,00:45,Pr Degree College,Police Control Room,3.1,,609.0,0.0,38.0,9.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Vikram Travels,A/C Sleeper (2+1),19:40,05h 20m,01:00,Sarpavaram,Benz Circle,4.1,,809.0,0.0,28.0,8.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,SAMANVI CITICONNECT,A/C Sleeper (2+1),20:10,04h 20m,00:30,Gati Centre,Police Control Room,3.1,10.0,899.0,0.0,32.0,10.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2821,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:00,07h 00m,12:00,KAKINADA,Rtc bus stand,3.7,,419.0,0.0,35.0,15.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2721,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,05h 50m,11:20,KAKINADA,Rtc bus stand,3.7,,373.0,0.0,32.0,15.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 24405,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",06:00,05h 15m,11:15,KAKINADA,Rtc bus stand,3.7,,357.0,0.0,36.0,15.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2633,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,05h 50m,12:20,KAKINADA,Rtc bus stand,4.4,5.0,373.0,0.0,32.0,15.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 24407,INDRA(A.C. Seater),07:00,05h 40m,12:40,KAKINADA,Rtc bus stand,3.5,19.0,451.0,0.0,37.0,18.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2709,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,06h 30m,14:00,KAKINADA,Rtc bus stand,4.8,4.0,373.0,0.0,33.0,16.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2629,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,06h 00m,14:00,KAKINADA,Rtc bus stand,3.7,,373.0,0.0,33.0,16.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 4273,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:20,06h 10m,14:30,KAKINADA,Rtc bus stand,3.7,,373.0,0.0,34.0,
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 3837,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:40,06h 20m,15:00,KAKINADA,Rtc bus stand,3.7,,396.0,0.0,34.0,
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2725,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,05h 50m,14:50,KAKINADA,Rtc bus stand,2.5,6.0,373.0,0.0,33.0,16.0
18-Sep-2024,Kakinada to Vijayawada,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,APSRTC - 2697,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:30,06h 05m,15:35,KAKINADA,Rtc bus stand,3.7,,373.0,0.0,33.0,16.0
